order_id,customer_id,order_date,status,num_items,subtotal,tax,shipping,total,payment_method,shipping_address,delivery_date
ORD-0000013,CUST-003165,2025-03-14 21:17:21.989139,delivered,2,838.51,67.08,0.0,905.59,apple_pay,"1310 Wood Fords Apt. 962, Chaseton, Wallis and Futuna",2025-03-22 21:17:21.989139
ORD-0000014,CUST-002978,2025-10-29 06:05:50.050745,delivered,1,106.18,8.49,0.0,114.67,debit_card,"1212 Ashley Mountain Suite 323, Lake Josephshire, Montserrat",2025-11-05 06:05:50.050745
ORD-0000015,CUST-000157,2026-04-09 01:09:13.875624,delivered,4,1528.45,122.28,0.0,1650.73,debit_card,"774 Jennings Spring Apt. 961, Lake David, Madagascar",2026-04-16 01:09:13.875624
ORD-0000016,CUST-000270,2025-12-15 02:23:54.683426,delivered,1,275.41,22.03,0.0,297.44,debit_card,"66995 Valencia Road, Candiceshire, Kiribati",2025-12-24 02:23:54.683426
ORD-0000017,CUST-004730,2023-11-30 03:31:49.561838,delivered,1,193.7,15.5,0.0,209.2,paypal,"865 Steven Shores, Port Calvin, Moldova",2023-12-04 03:31:49.561838
ORD-0000018,CUST-001387,2024-11-22 00:45:30.849934,delivered,2,539.47,43.16,0.0,582.63,credit_card,"94542 Bell Locks Suite 768, Weberport, Montenegro",2024-11-27 00:45:30.849934
ORD-0000019,CUST-000770,2026-02-23 14:20:03.230559,delivered,1,861.15,68.89,0.0,930.04,debit_card,"7655 Mark Viaduct Suite 132, Danabury, Wallis and Futuna",2026-02-28 14:20:03.230559
ORD-0000020,CUST-003080,2026-02-22 04:12:32.166291,delivered,1,870.31,69.62,0.0,939.93,debit_card,"50054 Larson Locks Apt. 417, Ruthchester, Aruba",2026-02-25 04:12:32.166291
ORD-0000021,CUST-003441,2025-05-16 08:24:38.197009,delivered,1,125.26,10.02,0.0,135.28,apple_pay,"6302 Johnson Knoll Suite 619, Christianland, French Southern Territories",2025-05-26 08:24:38.197009
ORD-0000022,CUST-002480,2026-03-10 22:17:57.943077,delivered,1,1126.51,90.12,0.0,1216.63,debit_card,"28811 Roger Freeway, Jameschester, Congo",2026-03-17 22:17:57.943077
ORD-0000023,CUST-000364,2025-10-12 03:25:06.895079,delivered,2,152.96,12.24,0.0,165.2,credit_card,"8980 Perez Fork Suite 791, Port Craigtown, British Indian Ocean Territory (Chagos Archipelago)",2025-10-19 03:25:06.895079
ORD-0000024,CUST-001294,2026-02-21 17:58:45.290166,delivered,3,173.58,13.89,0.0,187.47,apple_pay,"848 Knox Mount Suite 296, South Andreamouth, Malta",2026-02-25 17:58:45.290166
ORD-0000025,CUST-003599,2025-07-31 12:35:12.003269,delivered,3,1177.42,94.19,0.0,1271.61,credit_card,"81546 Janice Throughway Apt. 258, Thomasfurt, Antigua and Barbuda",2025-08-08 12:35:12.003269
ORD-0000026,CUST-000970,2025-10-30 22:24:54.763076,delivered,2,1088.52,87.08,0.0,1175.6,apple_pay,"4597 Reyes Gardens, Port John, Hungary",2025-11-09 22:24:54.763076
ORD-0000027,CUST-003335,2025-12-13 19:42:20.508149,delivered,1,41.17,3.29,9.99,54.45,apple_pay,"501 Lindsay Islands, West Thomas, Barbados",2025-12-22 19:42:20.508149
ORD-0000028,CUST-001361,2024-06-28 09:34:04.689541,cancelled,1,117.39,9.39,0.0,126.78,paypal,"78238 Williams Manor, North Gabrielle, Cuba",
ORD-0000029,CUST-003600,2026-04-05 17:41:02.252802,delivered,1,1060.74,84.86,0.0,1145.6,debit_card,"617 Whitney Field Suite 398, Annestad, Cambodia",2026-04-15 17:41:02.252802
ORD-0000030,CUST-004622,2026-01-07 20:08:35.833731,delivered,3,1289.53,103.16,0.0,1392.69,paypal,"0784 Gary Skyway, Gibsonton, French Guiana",2026-01-13 20:08:35.833731
ORD-0000031,CUST-001286,2025-11-15 04:35:10.142826,delivered,1,160.02,12.8,0.0,172.82,paypal,"97077 Hansen Motorway Suite 334, Suttonmouth, Peru",2025-11-23 04:35:10.142826
ORD-0000032,CUST-000839,2025-10-25 15:01:33.454715,returned,2,618.15,49.45,0.0,667.6,debit_card,"7980 Elizabeth Summit, North Dominique, Uzbekistan",
ORD-0000033,CUST-000132,2026-04-15 04:46:19.513932,delivered,1,90.87,7.27,0.0,98.14,credit_card,"04764 Carter Tunnel Apt. 335, Jenniferbury, Korea",2026-04-20 04:46:19.513932
ORD-0000034,CUST-000095,2025-05-29 05:07:15.077573,delivered,1,90.11,7.21,0.0,97.32,credit_card,"7461 Benjamin Center Apt. 209, Kylemouth, Marshall Islands",2025-06-08 05:07:15.077573
ORD-0000035,CUST-002128,2025-09-10 00:11:20.723411,delivered,1,54.28,4.34,0.0,58.62,paypal,"28803 Lynn Islands, Kelliville, Jordan",2025-09-18 00:11:20.723411
ORD-0000036,CUST-001399,2024-07-29 20:19:57.527433,delivered,2,286.88,22.95,0.0,309.83,debit_card,"6736 Christopher Landing, South Heidi, Zimbabwe",2024-08-08 20:19:57.527433
ORD-0000037,CUST-001230,2025-11-11 15:16:55.841048,delivered,2,600.16,48.01,0.0,648.17,paypal,"1500 Megan Club, West Samantha, Guadeloupe",2025-11-17 15:16:55.841048
ORD-0000038,CUST-001796,2025-11-15 17:20:36.839716,delivered,1,947.19,75.78,0.0,1022.97,apple_pay,"91360 Michelle Union, South Dylan, Cyprus",2025-11-24 17:20:36.839716
ORD-0000039,CUST-001654,2025-08-02 02:53:38.182831,delivered,1,90.11,7.21,0.0,97.32,apple_pay,"66738 David Lakes, North Mitchell, Gibraltar",2025-08-09 02:53:38.182831
ORD-0000040,CUST-004701,2025-06-04 07:24:30.155199,delivered,2,1283.89,102.71,0.0,1386.6,debit_card,"58404 Lopez Gardens Apt. 760, Port Kimberly, Tanzania",2025-06-11 07:24:30.155199
ORD-0000041,CUST-000816,2024-10-04 16:57:30.461703,delivered,3,2782.03,222.56,0.0,3004.59,paypal,"18030 Holmes Drives, New Crystal, Norfolk Island",2024-10-13 16:57:30.461703
ORD-0000042,CUST-004153,2024-04-11 22:19:17.914910,delivered,1,264.75,21.18,0.0,285.93,credit_card,"603 Rowe Parkway Apt. 559, Lake Williamside, Guam",2024-04-15 22:19:17.914910
ORD-0000043,CUST-003903,2025-12-10 20:05:16.284378,delivered,3,1802.95,144.24,0.0,1947.19,apple_pay,"37716 Harris Mountain, Tiffanybury, Switzerland",2025-12-18 20:05:16.284378
ORD-0000044,CUST-003670,2025-01-01 21:36:50.922056,cancelled,2,309.79,24.78,0.0,334.57,debit_card,"13953 Chan Parkways, Evansburgh, Angola",
ORD-0000045,CUST-002110,2024-01-26 17:41:34.522629,delivered,1,594.13,47.53,0.0,641.66,debit_card,"429 Susan Fords, Faithhaven, Canada",2024-01-30 17:41:34.522629
ORD-0000046,CUST-000834,2026-01-18 23:25:42.264670,cancelled,4,2893.05,231.44,0.0,3124.49,paypal,"0658 Torres Views, Johnsonside, Cambodia",
ORD-0000047,CUST-002456,2026-01-05 16:31:12.993309,delivered,1,154.14,12.33,0.0,166.47,debit_card,"33100 Karen Valleys Suite 817, Dustinport, Myanmar",2026-01-12 16:31:12.993309
ORD-0000048,CUST-002435,2026-03-26 22:59:29.858590,delivered,3,1560.82,124.87,0.0,1685.69,credit_card,"33634 Taylor Ford, Christinabury, Iraq",2026-04-05 22:59:29.858590
ORD-0000049,CUST-001739,2025-02-20 04:18:56.847429,delivered,1,144.97,11.6,0.0,156.57,credit_card,"586 Harrison Expressway, Georgeport, San Marino",2025-02-25 04:18:56.847429
ORD-0000050,CUST-003251,2024-04-14 12:44:10.471932,delivered,2,325.92,26.07,0.0,351.99,credit_card,"9248 Alexandra Drive Apt. 103, Lake Katiestad, New Caledonia",2024-04-24 12:44:10.471932
ORD-0000051,CUST-004247,2025-07-24 19:32:44.731214,returned,2,183.48,14.68,0.0,198.16,apple_pay,"820 Thomas Expressway, New Christopherchester, Ecuador",
ORD-0000052,CUST-002811,2024-12-19 03:35:56.892439,delivered,1,745.72,59.66,0.0,805.38,credit_card,"082 Patricia Pass Suite 636, Youngtown, Qatar",2024-12-28 03:35:56.892439
ORD-0000053,CUST-003810,2025-10-30 17:07:53.061586,delivered,1,1642.83,131.43,0.0,1774.26,credit_card,"273 Salazar Drives Apt. 112, East Rhondaville, Greenland",2025-11-09 17:07:53.061586
ORD-0000054,CUST-000842,2025-09-15 13:03:03.950966,delivered,1,144.57,11.57,0.0,156.14,debit_card,"3281 Alan Point Apt. 727, Lake Jonathan, Congo",2025-09-23 13:03:03.950966
ORD-0000055,CUST-000988,2025-06-26 06:46:31.974692,delivered,2,1913.63,153.09,0.0,2066.72,debit_card,"16761 Kimberly Trace, Matthewsland, Sweden",2025-06-30 06:46:31.974692
ORD-0000056,CUST-002642,2024-12-14 16:26:05.747287,delivered,5,5602.64,448.21,0.0,6050.85,credit_card,"633 Knapp Row Apt. 124, East Jennifer, Nepal",2024-12-23 16:26:05.747287
ORD-0000057,CUST-000377,2025-11-28 16:08:27.569320,delivered,1,1548.77,123.9,0.0,1672.67,debit_card,"497 Jefferson Mountain, New Courtneyfurt, Chile",2025-12-05 16:08:27.569320
ORD-0000058,CUST-001752,2024-08-13 00:14:34.934800,delivered,4,3638.97,291.12,0.0,3930.09,apple_pay,"504 Wagner Wells Suite 830, Thompsonfurt, Dominican Republic",2024-08-17 00:14:34.934800
ORD-0000059,CUST-003671,2025-11-05 12:21:55.691650,delivered,1,54.28,4.34,0.0,58.62,debit_card,"66090 Charlene Greens Apt. 198, Port Peterberg, Greece",2025-11-12 12:21:55.691650
ORD-0000060,CUST-001493,2025-08-11 19:58:32.072029,delivered,3,850.22,68.02,0.0,918.24,apple_pay,"48391 Howell Vista, West Victoriaborough, Swaziland",2025-08-16 19:58:32.072029
ORD-0000061,CUST-001738,2025-11-02 16:34:46.120602,delivered,3,2130.18,170.41,0.0,2300.59,apple_pay,"0842 Henry Place, West Emilyton, Faroe Islands",2025-11-06 16:34:46.120602
ORD-0000062,CUST-002462,2026-04-03 04:48:34.379598,delivered,1,330.79,26.46,0.0,357.25,credit_card,"29619 Vanessa Trafficway, Clarkport, Singapore",2026-04-08 04:48:34.379598
ORD-0000063,CUST-002151,2026-02-10 00:46:11.504258,delivered,1,277.85,22.23,0.0,300.08,apple_pay,"60965 Thomas Fall Suite 108, South Richardstad, Dominica",2026-02-20 00:46:11.504258
ORD-0000064,CUST-001415,2026-03-01 11:39:03.484593,delivered,1,53.1,4.25,0.0,57.35,paypal,"8163 Michael Springs Apt. 185, Curtisland, San Marino",2026-03-07 11:39:03.484593
ORD-0000065,CUST-000900,2024-07-29 04:33:05.417408,delivered,2,1677.93,134.23,0.0,1812.16,apple_pay,"972 Jaime Knoll Suite 542, New Laurie, Guatemala",2024-08-03 04:33:05.417408
ORD-0000066,CUST-000483,2025-12-04 10:47:06.402757,cancelled,1,125.26,10.02,0.0,135.28,paypal,"319 John Forge Suite 929, Salazarbury, Liberia",
ORD-0000067,CUST-001351,2025-10-13 17:03:14.512061,delivered,4,1011.84,80.95,0.0,1092.79,credit_card,"376 Jeffrey Well, Grayton, Seychelles",2025-10-20 17:03:14.512061
ORD-0000068,CUST-000144,2026-04-04 17:27:41.681352,delivered,3,1830.45,146.44,0.0,1976.89,apple_pay,"2864 Jonathan Forge Apt. 780, North Anne, Mexico",2026-04-11 17:27:41.681352
ORD-0000069,CUST-000369,2025-06-10 04:31:01.649993,delivered,2,2112.82,169.03,0.0,2281.85,paypal,"946 Kristine Key Suite 737, Lake Scott, Norfolk Island",2025-06-16 04:31:01.649993
ORD-0000070,CUST-002102,2025-06-16 17:53:36.100202,delivered,1,1708.98,136.72,0.0,1845.7,debit_card,"125 Robbins Summit Apt. 083, Port Raymondtown, Nicaragua",2025-06-26 17:53:36.100202
ORD-0000071,CUST-002388,2026-04-21 09:20:03.524966,shipped,4,2373.44,189.88,0.0,2563.32,paypal,"87481 Guzman Turnpike Apt. 593, Michaelport, British Virgin Islands",
ORD-0000072,CUST-003641,2026-03-17 17:07:26.401766,delivered,3,2206.05,176.48,0.0,2382.53,apple_pay,"43794 Gonzales Rue, East Morgan, Palestinian Territory",2026-03-25 17:07:26.401766
ORD-0000073,CUST-002215,2025-11-04 21:14:40.382780,cancelled,4,1642.36,131.39,0.0,1773.75,apple_pay,"43775 Vance Locks, Thomasside, Kenya",
ORD-0000074,CUST-003897,2025-11-30 00:00:28.967938,delivered,4,2187.76,175.02,0.0,2362.78,apple_pay,"59876 Robinson Mountains, South Chasemouth, Algeria",2025-12-06 00:00:28.967938
ORD-0000075,CUST-004262,2024-06-02 18:06:54.253691,delivered,2,503.64,40.29,0.0,543.93,credit_card,"46575 Wiggins Station, Port Roberta, Belize",2024-06-05 18:06:54.253691
ORD-0000076,CUST-002240,2024-11-24 11:14:07.609398,delivered,1,119.85,9.59,0.0,129.44,paypal,"5397 Foster Track Apt. 921, North Steven, Switzerland",2024-11-26 11:14:07.609398
ORD-0000077,CUST-000077,2026-04-16 02:44:49.185304,delivered,1,145.14,11.61,0.0,156.75,apple_pay,"016 Susan Forges, Danieltown, Libyan Arab Jamahiriya",2026-04-19 02:44:49.185304
ORD-0000078,CUST-000964,2025-12-21 01:59:38.484509,cancelled,1,588.52,47.08,0.0,635.6,credit_card,"604 Campos Via, Wattsland, Chile",
ORD-0000079,CUST-004042,2026-04-11 17:30:48.297404,delivered,2,1467.67,117.41,0.0,1585.08,apple_pay,"891 Dunn Trace, East Jonathanbury, Seychelles",2026-04-18 17:30:48.297404
ORD-0000080,CUST-002596,2025-05-30 08:22:04.394994,delivered,4,1170.31,93.62,0.0,1263.93,apple_pay,"030 Summers Square Apt. 359, Haynestown, Norway",2025-06-08 08:22:04.394994
ORD-0000081,CUST-004646,2025-01-22 06:54:36.457625,delivered,2,261.65,20.93,0.0,282.58,paypal,"8449 Castro Inlet, Liuhaven, Peru",2025-01-31 06:54:36.457625
ORD-0000082,CUST-003586,2024-08-26 06:31:21.919007,delivered,1,195.01,15.6,0.0,210.61,paypal,"074 Miller Groves Suite 666, Lake Nicole, Papua New Guinea",2024-09-03 06:31:21.919007
ORD-0000083,CUST-000757,2024-09-14 22:49:53.914057,delivered,3,1732.55,138.6,0.0,1871.15,debit_card,"382 Eric Glen Suite 693, Kevinmouth, Vietnam",2024-09-19 22:49:53.914057
ORD-0000084,CUST-001108,2025-04-11 08:40:00.775405,returned,1,123.89,9.91,0.0,133.8,debit_card,"2554 Laura Shores, Lake Brian, Cyprus",
ORD-0000085,CUST-004466,2024-08-10 07:19:40.364482,returned,3,1608.28,128.66,0.0,1736.94,apple_pay,"9757 Fernandez Hills Suite 720, Lynchshire, Luxembourg",
ORD-0000086,CUST-004500,2025-12-20 23:00:42.798094,delivered,5,313.82,25.11,0.0,338.93,credit_card,"2156 Guy Underpass Suite 457, Zacharyfurt, Antigua and Barbuda",2025-12-22 23:00:42.798094
ORD-0000087,CUST-003297,2024-11-16 23:59:47.809623,cancelled,5,1329.88,106.39,0.0,1436.27,paypal,"0290 Linda Pines Suite 299, New Kellyburgh, Lithuania",
ORD-0000088,CUST-004612,2026-04-08 14:52:45.277770,delivered,1,443.03,35.44,0.0,478.47,debit_card,"823 Lindsey Mountains Apt. 753, West Mollyfurt, Qatar",2026-04-15 14:52:45.277770
ORD-0000089,CUST-003332,2026-04-20 04:02:17.418380,in_transit,2,224.05,17.92,0.0,241.97,apple_pay,"810 Chavez Mount, Lake Sandra, Central African Republic",
ORD-0000090,CUST-001961,2025-07-22 17:04:38.473721,cancelled,2,3347.38,267.79,0.0,3615.17,credit_card,"365 Henderson Square, Lake Russell, Kyrgyz Republic",
ORD-0000091,CUST-003499,2025-01-03 18:50:16.253211,delivered,3,1135.89,90.87,0.0,1226.76,debit_card,"56395 Nicole Meadows Apt. 662, Lake Sandra, Gibraltar",2025-01-12 18:50:16.253211
ORD-0000092,CUST-004374,2026-02-22 02:47:26.544143,delivered,4,1110.99,88.88,0.0,1199.87,debit_card,"64603 James Plaza Suite 154, Kristenville, Vanuatu",2026-03-03 02:47:26.544143
ORD-0000093,CUST-001263,2026-02-24 13:16:43.904950,delivered,3,482.53,38.6,0.0,521.13,apple_pay,"0777 Rachel Springs Apt. 337, Trevorburgh, Guernsey",2026-02-27 13:16:43.904950
ORD-0000094,CUST-001305,2026-03-23 21:41:09.189604,cancelled,1,111.32,8.91,0.0,120.23,debit_card,"85963 Mejia Views Apt. 820, Mooremouth, Iran",
ORD-0000095,CUST-001927,2024-06-18 02:53:06.346261,delivered,1,978.59,78.29,0.0,1056.88,paypal,"2256 Jacob Track, Davidhaven, Kyrgyz Republic",2024-06-23 02:53:06.346261
ORD-0000096,CUST-002469,2026-04-23 20:10:30.639486,pending,1,1618.01,129.44,0.0,1747.45,credit_card,"001 Martin Square Suite 079, South Harry, India",
ORD-0000097,CUST-004426,2026-04-09 15:06:29.067560,delivered,1,49.06,3.92,9.99,62.97,credit_card,"1020 Cole Rest Apt. 491, Bushtown, Norfolk Island",2026-04-13 15:06:29.067560
ORD-0000098,CUST-004023,2025-04-14 21:48:06.775062,delivered,4,1160.23,92.82,0.0,1253.05,paypal,"851 Bell Mall, New Rebecca, Iceland",2025-04-18 21:48:06.775062
ORD-0000099,CUST-003702,2026-04-05 10:26:15.016217,delivered,1,313.04,25.04,0.0,338.08,credit_card,"737 Julie Pines, Davidchester, Guadeloupe",2026-04-11 10:26:15.016217
ORD-0000100,CUST-003834,2025-07-04 16:17:53.389432,delivered,1,145.14,11.61,0.0,156.75,apple_pay,"86129 Jessica Camp, Lake Richardshire, Mali",2025-07-12 16:17:53.389432
ORD-0000101,CUST-002455,2025-12-10 08:34:48.941658,cancelled,1,63.42,5.07,0.0,68.49,paypal,"22351 Kelly Corners Apt. 730, New Brianashire, Solomon Islands",
ORD-0000102,CUST-002436,2024-11-03 02:57:36.817088,delivered,4,522.99,41.84,0.0,564.83,credit_card,"56586 Evans Cove, South Jeffreymouth, Christmas Island",2024-11-06 02:57:36.817088
ORD-0000103,CUST-000148,2025-01-06 13:25:51.290401,delivered,1,610.83,48.87,0.0,659.7,apple_pay,"0657 Thomas Drive, Mccannburgh, Chile",2025-01-13 13:25:51.290401
ORD-0000104,CUST-000281,2025-12-31 14:18:46.650866,delivered,2,831.5,66.52,0.0,898.02,debit_card,"0557 Jensen Branch, Lake Seanbury, Namibia",2026-01-03 14:18:46.650866
ORD-0000105,CUST-003811,2024-10-25 13:49:24.749462,cancelled,1,264.75,21.18,0.0,285.93,apple_pay,"74744 Diana Corners, Kingport, Yemen",
ORD-0000106,CUST-002804,2024-10-08 23:37:22.599780,delivered,2,1158.13,92.65,0.0,1250.78,paypal,"92859 Vega Crest, Randyside, Albania",2024-10-11 23:37:22.599780
ORD-0000107,CUST-002159,2024-10-13 20:32:56.619926,delivered,1,78.13,6.25,0.0,84.38,apple_pay,"21138 Brian Trace, East Katherine, Jersey",2024-10-20 20:32:56.619926
ORD-0000108,CUST-000044,2025-07-18 17:16:59.095181,delivered,2,718.49,57.48,0.0,775.97,apple_pay,"881 Martinez Via Apt. 178, South Sarahview, Greece",2025-07-22 17:16:59.095181
ORD-0000109,CUST-000277,2026-02-24 20:14:33.520952,delivered,1,51.95,4.16,0.0,56.11,apple_pay,"812 Mosley Fort Suite 610, Jeremyview, Bolivia",2026-03-05 20:14:33.520952
ORD-0000110,CUST-003707,2026-02-03 23:18:44.947215,delivered,3,1387.89,111.03,0.0,1498.92,debit_card,"8332 Lucas Corner Suite 986, Monicastad, Brazil",2026-02-06 23:18:44.947215
ORD-0000111,CUST-001007,2023-10-12 12:22:34.540252,delivered,2,729.53,58.36,0.0,787.89,credit_card,"30682 Karen Manors Apt. 894, Danamouth, Belgium",2023-10-14 12:22:34.540252
ORD-0000112,CUST-004841,2025-06-21 14:50:15.585209,delivered,2,584.92,46.79,0.0,631.71,paypal,"6439 Wright Key Apt. 207, North Christopher, Honduras",2025-06-27 14:50:15.585209
ORD-0000113,CUST-003961,2026-04-15 10:14:52.884215,delivered,5,451.23,36.1,0.0,487.33,credit_card,"65984 Thomas Mountain, Port Russellberg, Zimbabwe",2026-04-20 10:14:52.884215
ORD-0000114,CUST-004421,2026-04-11 09:00:11.973948,returned,4,2521.95,201.76,0.0,2723.71,paypal,"313 Jared Plain, Lake Dianaland, Barbados",
ORD-0000115,CUST-000555,2025-04-19 22:21:34.360571,delivered,2,37.95,3.04,9.99,50.98,apple_pay,"873 Compton Mountain, North Hannahchester, French Polynesia",2025-04-25 22:21:34.360571
ORD-0000116,CUST-002159,2026-03-16 04:28:54.902719,delivered,1,111.12,8.89,0.0,120.01,debit_card,"340 Brett Port Apt. 609, Morganbury, Indonesia",2026-03-24 04:28:54.902719
ORD-0000117,CUST-002882,2025-12-09 00:53:14.719042,delivered,4,2712.78,217.02,0.0,2929.8,debit_card,"2283 Jennifer Unions, Catherinestad, Anguilla",2025-12-18 00:53:14.719042
ORD-0000118,CUST-000937,2025-11-26 16:04:25.044849,delivered,1,199.83,15.99,0.0,215.82,apple_pay,"24896 Tina Underpass Suite 454, East Shaneport, Anguilla",2025-12-03 16:04:25.044849
ORD-0000119,CUST-001445,2025-02-06 18:52:47.669977,returned,2,304.73,24.38,0.0,329.11,paypal,"19249 Cesar Centers, New Taylor, American Samoa",
ORD-0000120,CUST-001684,2025-08-18 12:13:57.626654,delivered,1,203.11,16.25,0.0,219.36,apple_pay,"5633 Emily Overpass Apt. 801, Amandaberg, Bahrain",2025-08-25 12:13:57.626654
ORD-0000121,CUST-004309,2023-12-13 06:32:45.812027,delivered,1,44.69,3.58,9.99,58.26,debit_card,"482 Dylan Well Apt. 830, Mayfort, Rwanda",2023-12-20 06:32:45.812027
ORD-0000122,CUST-003216,2026-04-23 17:23:28.250639,in_transit,1,63.42,5.07,0.0,68.49,paypal,"181 Diaz Tunnel, Jasonside, Nauru",
ORD-0000123,CUST-004547,2025-08-06 16:23:43.036170,delivered,2,1435.0,114.8,0.0,1549.8,debit_card,"5377 Gonzalez Spurs, Evanmouth, Guernsey",2025-08-14 16:23:43.036170
ORD-0000124,CUST-003521,2025-03-07 02:52:28.002387,delivered,2,1631.3,130.5,0.0,1761.8,debit_card,"309 Henry Cliff Apt. 133, Claytontown, Spain",2025-03-17 02:52:28.002387
ORD-0000125,CUST-001603,2024-12-11 15:50:58.871365,delivered,2,3129.94,250.4,0.0,3380.34,credit_card,"6516 Travis Shoal Apt. 261, North Jacob, Liechtenstein",2024-12-15 15:50:58.871365
ORD-0000126,CUST-003177,2025-03-30 13:33:18.392227,delivered,3,2229.33,178.35,0.0,2407.68,paypal,"4239 Maria Springs Suite 123, Lake Seanmouth, Comoros",2025-04-02 13:33:18.392227
ORD-0000127,CUST-003225,2025-12-18 20:19:19.949644,delivered,2,178.73,14.3,0.0,193.03,debit_card,"85560 Warner Harbor Suite 549, Delacruzfort, Croatia",2025-12-23 20:19:19.949644
ORD-0000128,CUST-002789,2023-12-24 15:03:24.500062,delivered,1,1194.87,95.59,0.0,1290.46,apple_pay,"12337 Tammy Motorway Suite 466, South Jennifer, Guinea",2024-01-01 15:03:24.500062
ORD-0000129,CUST-001178,2026-03-10 01:10:09.697061,delivered,1,237.93,19.03,0.0,256.96,debit_card,"545 John Mission, West Jonathan, Guatemala",2026-03-17 01:10:09.697061
ORD-0000130,CUST-003735,2025-10-03 23:54:51.743991,cancelled,4,1071.05,85.68,0.0,1156.73,apple_pay,"2150 Wells Fords Apt. 715, Andreabury, Jordan",
ORD-0000131,CUST-000710,2025-02-23 15:50:24.880949,delivered,2,1720.83,137.67,0.0,1858.5,debit_card,"3159 Little Rest Suite 748, Port Madelineville, Andorra",2025-03-04 15:50:24.880949
ORD-0000132,CUST-000040,2025-10-13 21:58:51.408420,delivered,2,123.7,9.9,0.0,133.6,credit_card,"03650 Williams Station, Port Michael, Lao People's Democratic Republic",2025-10-21 21:58:51.408420
ORD-0000133,CUST-004606,2026-04-24 22:14:58.109454,pending,4,1761.25,140.9,0.0,1902.15,debit_card,"493 Connor Causeway Suite 214, Gabrielamouth, Nigeria",
ORD-0000134,CUST-002794,2025-10-18 15:48:07.054762,delivered,2,1448.02,115.84,0.0,1563.86,debit_card,"499 Heidi Walk Suite 126, Ayalahaven, Benin",2025-10-22 15:48:07.054762
ORD-0000135,CUST-000268,2026-03-16 00:16:31.911268,delivered,1,97.18,7.77,0.0,104.95,apple_pay,"47358 Erika Curve Suite 448, Stricklandville, Uruguay",2026-03-25 00:16:31.911268
ORD-0000136,CUST-003467,2025-05-20 10:15:00.953060,delivered,5,6207.94,496.64,0.0,6704.58,apple_pay,"183 White Crossing, East Isabel, Vietnam",2025-05-29 10:15:00.953060
ORD-0000137,CUST-000940,2025-09-17 00:46:06.754497,delivered,5,706.45,56.52,0.0,762.97,apple_pay,"5187 Katherine Forges, South Mistyberg, Antigua and Barbuda",2025-09-23 00:46:06.754497
ORD-0000138,CUST-000460,2024-11-07 18:28:23.764006,delivered,1,128.76,10.3,0.0,139.06,credit_card,"071 Martin Shoals, Hensonland, Senegal",2024-11-15 18:28:23.764006
ORD-0000139,CUST-002185,2025-04-11 00:06:49.205997,delivered,1,678.75,54.3,0.0,733.05,debit_card,"121 Hatfield Squares, Baxterside, Sudan",2025-04-16 00:06:49.205997
